mindate,maxdate,name,datacoverage,id
2011-01-01,2011-01-01,Monthly mean minimum soil temperature(cover: grass,0.9819,MN1399
2010-01-01,2010-12-01,Monthly mean minimum soil temperature(cover: grass,1.0,MN1490
2011-01-01,2011-01-01,Monthly mean minimum soil temperature(cover: grass,0.9819,MN1499
1989-08-01,2010-12-01,Monthly mean minimum soil temperature(cover: fallow,0.9338,MN2190
1984-01-01,1988-12-01,Monthly mean minimum soil temperature(cover: fallow,0.833,MN2192
1990-01-01,2010-12-01,Monthly mean minimum soil temperature(cover: fallow,0.9286,MN2290
1984-01-01,1989-07-01,Monthly mean minimum soil temperature(cover: fallow,0.8509,MN2292
1989-08-01,2010-12-01,Monthly mean minimum soil temperature(cover: fallow,0.9338,MN2390
1984-01-01,1988-12-01,Monthly mean minimum soil temperature(cover: fallow,0.6331,MN2392
1984-01-01,2010-12-01,Monthly mean minimum soil temperature(cover: bare ground,1.0,MN3190
1984-01-01,1988-12-01,Monthly mean minimum soil temperature(cover: bare ground,0.9996,MN3192
2011-01-01,2015-11-01,Monthly mean minimum soil temperature(cover: bare ground,1.0,MN3199
1984-01-01,2010-12-01,Monthly mean minimum soil temperature(cover: bare ground,1.0,MN3290
1984-01-01,1988-12-01,Monthly mean minimum soil temperature(cover: bare ground,0.9996,MN3292
2011-01-01,2015-11-01,Monthly mean minimum soil temperature(cover: bare ground,1.0,MN3299
1984-01-01,2010-12-01,Monthly mean minimum soil temperature(cover: bare ground,1.0,MN3390
1984-01-01,1988-12-01,Monthly mean minimum soil temperature(cover: bare ground,0.9829,MN3392
2011-01-01,2015-11-01,Monthly mean minimum soil temperature(cover: bare ground,1.0,MN3399
2004-08-01,2010-12-01,Monthly mean minimum soil temperature(cover: bare ground,1.0,MN3490
2011-01-01,2011-09-01,Monthly mean minimum soil temperature(cover: bare ground,1.0,MN3499
2004-08-01,2010-12-01,Monthly mean minimum soil temperature(cover: bare ground,1.0,MN3590
2011-01-01,2015-11-01,Monthly mean minimum soil temperature(cover: bare ground,1.0,MN3599
2006-04-01,2006-04-01,Monthly mean minimum soil temperature(cover: bare ground,1.0,MN3690
2011-01-01,2015-11-01,Monthly mean minimum soil temperature(cover: bare ground,1.0,MN3699
1984-01-01,2010-12-01,Monthly mean minimum soil temperature(cover: sod,1.0,MN5190
2011-01-01,2015-11-01,Monthly mean minimum soil temperature(cover: sod,1.0,MN5199
1984-01-01,2010-12-01,Monthly mean minimum soil temperature(cover: sod,1.0,MN5290
1984-01-01,1989-02-01,Monthly mean minimum soil temperature(cover: sod,1.0,MN5291
2011-01-01,2015-11-01,Monthly mean minimum soil temperature(cover: sod,1.0,MN5299
1984-01-01,2010-12-01,Monthly mean minimum soil temperature(cover: sod,1.0,MN5390
2011-01-01,2015-11-01,Monthly mean minimum soil temperature(cover: sod,1.0,MN5399
2002-03-01,2010-12-01,Monthly mean minimum soil temperature(cover: sod,0.998,MN5490
2011-01-01,2011-12-01,Monthly mean minimum soil temperature(cover: sod,1.0,MN5499
2002-03-01,2009-02-01,Monthly mean minimum soil temperature(cover: sod,0.998,MN5590
2011-01-01,2015-11-01,Monthly mean minimum soil temperature(cover: sod,1.0,MN5599
2012-09-01,2015-11-01,Monthly mean minimum soil temperature(cover: sod,1.0,MN5699
1984-01-01,1993-01-01,Monthly mean minimum soil temperature(cover: straw mulch,0.9812,MN6190
1990-01-01,1990-10-01,Monthly mean minimum soil temperature(cover: grass muck,1.0,MN7290
1984-01-01,1989-02-01,Monthly mean minimum soil temperature(cover: grass muck,1.0,MN7293
1990-01-01,1990-10-01,Monthly mean minimum soil temperature(cover: bare muck,1.0,MN8190
1984-01-01,1989-02-01,Monthly mean minimum soil temperature(cover: bare muck,1.0,MN8193
1989-03-01,1990-10-01,Monthly mean minimum soil temperature(cover: bare muck,0.998,MN8290
1984-01-01,1988-12-01,Monthly mean minimum soil temperature(cover: bare muck,0.9996,MN8293
1989-03-01,1990-10-01,Monthly mean minimum soil temperature(cover: bare muck,0.998,MN8390
1984-01-01,1988-12-01,Monthly mean minimum soil temperature(cover: bare muck,0.9996,MN8393
1950-11-28,2022-04-30,Daily minimum temperature of water in an evaporation pan,1.0,MNPN
1763-01-01,2016-03-01,Monthly mean temperature,1.0,MNTM
1984-01-01,2005-08-01,Monthly mean soil temperature at observation time(cover: unknown,1.0,MO01A0
1984-01-01,2009-04-01,Monthly mean soil temperature at observation time(cover: unknown,1.0,MO01P0
1985-01-01,1989-06-01,Monthly mean soil temperature at observation time(cover: unknown,0.2966,MO01P1
1984-01-01,1988-12-01,Monthly mean soil temperature at observation time(cover: unknown,0.5498,MO01P2
1984-01-01,2007-11-01,Monthly mean soil temperature at observation time(cover: unknown,1.0,MO02A0
1984-01-01,2009-04-01,Monthly mean soil temperature at observation time(cover: unknown,1.0,MO02P0
1984-01-01,1989-06-01,Monthly mean soil temperature at observation time(cover: unknown,0.7579,MO02P1
1984-01-01,2007-12-01,Monthly mean soil temperature at observation time(cover: unknown,1.0,MO03A0
1984-01-01,2009-04-01,Monthly mean soil temperature at observation time(cover: unknown,1.0,MO03P0
1986-01-01,1988-12-01,Monthly mean soil temperature at observation time(cover: unknown,0.611,MO03P1
1984-02-01,1989-06-01,Monthly mean soil temperature at observation time(cover: unknown,0.4157,MO03P2
1984-01-01,2007-06-01,Monthly mean soil temperature at observation time(cover: unknown,1.0,MO04A0
1984-01-01,2009-12-01,Monthly mean soil temperature at observation time(cover: unknown,1.0,MO04P0
1989-01-01,1989-06-01,Monthly mean soil temperature at observation time(cover: unknown,0.8408,MO04P1
1984-01-01,1988-12-01,Monthly mean soil temperature at observation time(cover: unknown,0.7497,MO04P2
1984-01-01,2009-08-01,Monthly mean soil temperature at observation time(cover: unknown,1.0,MO05A0
1984-01-01,2009-12-01,Monthly mean soil temperature at observation time(cover: unknown,1.0,MO05P0
1984-01-01,1989-06-01,Monthly mean soil temperature at observation time(cover: unknown,0.4244,MO05P1
1986-01-01,1988-12-01,Monthly mean soil temperature at observation time(cover: unknown,0.611,MO05P2
2006-01-01,2009-04-01,Monthly mean soil temperature at observation time(cover: unknown,0.9762,MO07P0
1984-01-01,2010-12-01,Monthly mean soil temperature at observation time(cover: grass,1.0,MO11A0
1992-04-01,2010-12-01,Monthly mean soil temperature at observation time(cover: grass,0.9993,MO11P0
1984-01-01,2010-12-01,Monthly mean soil temperature at observation time(cover: grass,1.0,MO12A0
1992-04-01,2010-12-01,Monthly mean soil temperature at observation time(cover: grass,1.0,MO12P0
1984-01-01,2010-12-01,Monthly mean soil temperature at observation time(cover: grass,0.9999,MO13A0
1992-04-01,2010-12-01,Monthly mean soil temperature at observation time(cover: grass,1.0,MO13P0
1984-01-01,2010-12-01,Monthly mean soil temperature at observation time(cover: grass,0.9998,MO14A0
1984-01-01,1985-06-01,Monthly mean soil temperature at observation time(cover: grass,1.0,MO14A1
2000-06-01,2010-12-01,Monthly mean soil temperature at observation time(cover: grass,0.8856,MO14P0
1984-01-01,2010-12-01,Monthly mean soil temperature at observation time(cover: grass,0.9999,MO15A0
1984-01-01,1985-06-01,Monthly mean soil temperature at observation time(cover: grass,1.0,MO15A1
2000-06-01,2010-12-01,Monthly mean soil temperature at observation time(cover: grass,0.8335,MO15P0
2006-01-01,2010-12-01,Monthly mean soil temperature at observation time(cover: grass,1.0,MO16A0
2007-01-01,2010-12-01,Monthly mean soil temperature at observation time(cover: grass,0.972,MO16P0
2006-01-01,2010-12-01,Monthly mean soil temperature at observation time(cover: grass,0.998,MO17A0
2006-01-01,2010-06-01,Monthly mean soil temperature at observation time(cover: grass,0.7785,MO17P0
1984-01-01,1984-10-01,Monthly mean soil temperature at observation time(cover: fallow,0.998,MO21A0
1984-01-01,1984-10-01,Monthly mean soil temperature at observation time(cover: fallow,0.998,MO22A0
1984-01-01,1984-10-01,Monthly mean soil temperature at observation time(cover: fallow,0.998,MO23A0
1984-01-01,1984-10-01,Monthly mean soil temperature at observation time(cover: fallow,0.998,MO24A0
1984-01-01,1984-10-01,Monthly mean soil temperature at observation time(cover: fallow,0.998,MO25A0
1984-09-01,2009-12-01,Monthly mean soil temperature at observation time(cover: bare ground,1.0,MO31A0
1986-04-01,2010-12-01,Monthly mean soil temperature at observation time(cover: bare ground,0.998,MO31P0
1984-09-01,2009-12-01,Monthly mean soil temperature at observation time(cover: bare ground,1.0,MO32A0
1985-07-01,2010-12-01,Monthly mean soil temperature at observation time(cover: bare ground,0.9956,MO32P0
1984-09-01,2009-12-01,Monthly mean soil temperature at observation time(cover: bare ground,0.9956,MO33A0
1985-04-01,2010-12-01,Monthly mean soil temperature at observation time(cover: bare ground,1.0,MO33P0
1984-01-01,2010-12-01,Monthly mean soil temperature at observation time(cover: bare ground,0.9998,MO34A0
1984-01-01,1989-02-01,Monthly mean soil temperature at observation time(cover: bare ground,1.0,MO34A2
1984-01-01,2010-12-01,Monthly mean soil temperature at observation time(cover: bare ground,1.0,MO34P0
1984-01-01,2010-12-01,Monthly mean soil temperature at observation time(cover: bare ground,0.9987,MO35A0
1984-01-01,1988-12-01,Monthly mean soil temperature at observation time(cover: bare ground,0.9996,MO35A2
1984-10-01,2010-12-01,Monthly mean soil temperature at observation time(cover: bare ground,1.0,MO35P0
2006-01-01,2010-10-01,Monthly mean soil temperature at observation time(cover: bare ground,1.0,MO36A0
2006-01-01,2010-12-01,Monthly mean soil temperature at observation time(cover: bare ground,0.9279,MO36P0
2006-02-01,2006-03-01,Monthly mean soil temperature at observation time(cover: bare ground,1.0,MO37A0
2006-03-01,2006-04-01,Monthly mean soil temperature at observation time(cover: bare ground,0.998,MO37P0
1987-08-01,2010-12-01,Monthly mean soil temperature at observation time(cover: sod,1.0,MO51A0
1987-04-01,2010-12-01,Monthly mean soil temperature at observation time(cover: sod,1.0,MO51P0
1984-01-01,2010-12-01,Monthly mean soil temperature at observation time(cover: sod,1.0,MO52A0
1987-04-01,2010-12-01,Monthly mean soil temperature at observation time(cover: sod,1.0,MO52P0
1984-01-01,2010-12-01,Monthly mean soil temperature at observation time(cover: sod,1.0,MO53A0
1987-08-01,2010-12-01,Monthly mean soil temperature at observation time(cover: sod,1.0,MO53P0
1984-01-01,2010-12-01,Monthly mean soil temperature at observation time(cover: sod,1.0,MO54A0
1984-02-01,2010-12-01,Monthly mean soil temperature at observation time(cover: sod,1.0,MO54P0
1984-01-01,2010-12-01,Monthly mean soil temperature at observation time(cover: sod,1.0,MO55A0
1987-08-01,2010-12-01,Monthly mean soil temperature at observation time(cover: sod,1.0,MO55P0
2006-01-01,2010-12-01,Monthly mean soil temperature at observation time(cover: sod,1.0,MO56A0
2006-01-01,2010-12-01,Monthly mean soil temperature at observation time(cover: sod,1.0,MO56P0
2006-01-01,2010-12-01,Monthly mean soil temperature at observation time(cover: sod,1.0,MO57A0
2006-01-01,2010-09-01,Monthly mean soil temperature at observation time(cover: sod,0.8514,MO57P0
1989-03-01,1990-10-01,Monthly mean soil temperature at observation time(cover: bare muck,0.998,MO84A0
1984-01-01,1988-12-01,Monthly mean soil temperature at observation time(cover: bare muck,0.9996,MO84A3
1989-03-01,1990-10-01,Monthly mean soil temperature at observation time(cover: bare muck,0.998,MO85A0
1984-01-01,1988-12-01,Monthly mean soil temperature at observation time(cover: bare muck,0.9996,MO85A3
2010-01-01,2010-12-31,Long-term average month-to-date precipitation totals,1.0,MTD-PRCP-NORMAL
2010-01-01,2010-12-31,Long-term average month-to-date snowfall totals,1.0,MTD-SNOW-NORMAL
1982-01-01,2022-04-01,Monthly mean maximum soil temperature (degrees F),1.0,MX01
1984-01-01,2009-08-01,Monthly mean maximum soil temperature(cover: unknown,1.0,MX0190
1982-01-01,2022-04-01,Monthly mean maximum soil temperature (degrees F),1.0,MX02
1984-01-01,2010-12-01,Monthly mean maximum soil temperature(cover: unknown,1.0,MX0290
2011-01-01,2012-01-01,Monthly mean maximum soil temperature(cover: unknown,0.998,MX0299
1982-01-01,2022-04-01,Monthly mean maximum soil temperature (degrees F),1.0,MX03
1984-01-01,2009-12-01,Monthly mean maximum soil temperature(cover: unknown,1.0,MX0390
1982-01-01,2022-04-01,Monthly mean maximum soil temperature (degrees F),1.0,MX04
1982-01-01,2022-04-01,Monthly mean maximum soil temperature (degrees F),1.0,MX05
1982-01-01,2022-02-01,Monthly mean maximum soil temperature (degrees F),1.0,MX06
1982-06-01,2022-02-01,Monthly mean maximum soil temperature (degrees F),0.9997,MX07
1982-06-01,2022-01-01,Monthly mean maximum soil temperature (degrees F),0.97,MX08
1984-01-01,2010-12-01,Monthly mean maximum soil temperature(cover: grass,0.9819,MX1190
1984-01-01,1985-06-01,Monthly mean maximum soil temperature(cover: grass,0.946,MX1191
1984-01-01,2010-12-01,Monthly mean maximum soil temperature(cover: grass,1.0,MX1290
1984-01-01,1988-12-01,Monthly mean maximum soil temperature(cover: grass,0.833,MX1291
2011-01-01,2012-09-01,Monthly mean maximum soil temperature(cover: grass,1.0,MX1299
1984-01-01,2010-12-01,Monthly mean maximum soil temperature(cover: grass,1.0,MX1390
1984-01-01,1989-07-01,Monthly mean maximum soil temperature(cover: grass,0.8509,MX1391
2011-01-01,2011-01-01,Monthly mean maximum soil temperature(cover: grass,0.9819,MX1399
2009-03-01,2010-12-01,Monthly mean maximum soil temperature(cover: grass,0.998,MX1490
2011-01-01,2011-02-01,Monthly mean maximum soil temperature(cover: grass,1.0,MX1499
2011-08-01,2012-06-01,Monthly mean maximum soil temperature(cover: grass,0.9994,MX1599
2011-08-01,2012-06-01,Monthly mean maximum soil temperature(cover: grass,0.9994,MX1799
1990-01-01,2010-12-01,Monthly mean maximum soil temperature(cover: fallow,0.9326,MX2190
1984-01-01,1989-07-01,Monthly mean maximum soil temperature(cover: fallow,0.8509,MX2192
1989-08-01,2010-12-01,Monthly mean maximum soil temperature(cover: fallow,0.9338,MX2290
1984-01-01,1988-12-01,Monthly mean maximum soil temperature(cover: fallow,0.7997,MX2292
1990-01-01,2010-12-01,Monthly mean maximum soil temperature(cover: fallow,0.9326,MX2390
1984-01-01,1989-07-01,Monthly mean maximum soil temperature(cover: fallow,0.6717,MX2392
1984-01-01,2010-12-01,Monthly mean maximum soil temperature(cover: bare ground,1.0,MX3190
1984-01-01,1989-02-01,Monthly mean maximum soil temperature(cover: bare ground,1.0,MX3192
2011-01-01,2015-11-01,Monthly mean maximum soil temperature(cover: bare ground,1.0,MX3199
1984-01-01,2010-12-01,Monthly mean maximum soil temperature(cover: bare ground,1.0,MX3290
1984-01-01,1988-12-01,Monthly mean maximum soil temperature(cover: bare ground,0.9996,MX3292
2011-01-01,2015-11-01,Monthly mean maximum soil temperature(cover: bare ground,1.0,MX3299
1984-01-01,2010-12-01,Monthly mean maximum soil temperature(cover: bare ground,1.0,MX3390
1984-01-01,1989-02-01,Monthly mean maximum soil temperature(cover: bare ground,1.0,MX3392
2011-01-01,2015-11-01,Monthly mean maximum soil temperature(cover: bare ground,1.0,MX3399
2004-08-01,2010-12-01,Monthly mean maximum soil temperature(cover: bare ground,0.9989,MX3490
2011-01-01,2011-09-01,Monthly mean maximum soil temperature(cover: bare ground,1.0,MX3499
2004-08-01,2010-12-01,Monthly mean maximum soil temperature(cover: bare ground,1.0,MX3590
2011-01-01,2015-11-01,Monthly mean maximum soil temperature(cover: bare ground,1.0,MX3599
2011-01-01,2015-11-01,Monthly mean maximum soil temperature(cover: bare ground,1.0,MX3699
1984-01-01,2010-12-01,Monthly mean maximum soil temperature(cover: sod,0.9998,MX5190
2011-01-01,2015-11-01,Monthly mean maximum soil temperature(cover: sod,1.0,MX5199
1984-01-01,2010-12-01,Monthly mean maximum soil temperature(cover: sod,1.0,MX5290
1984-01-01,1988-12-01,Monthly mean maximum soil temperature(cover: sod,0.9996,MX5291
2011-01-01,2015-11-01,Monthly mean maximum soil temperature(cover: sod,1.0,MX5299
1984-01-01,2010-12-01,Monthly mean maximum soil temperature(cover: sod,1.0,MX5390
2011-01-01,2015-11-01,Monthly mean maximum soil temperature(cover: sod,1.0,MX5399
2002-03-01,2010-12-01,Monthly mean maximum soil temperature(cover: sod,0.998,MX5490
2011-01-01,2011-12-01,Monthly mean maximum soil temperature(cover: sod,1.0,MX5499
2002-03-01,2009-02-01,Monthly mean maximum soil temperature(cover: sod,0.998,MX5590
2011-01-01,2015-11-01,Monthly mean maximum soil temperature(cover: sod,1.0,MX5599
2012-09-01,2015-11-01,Monthly mean maximum soil temperature(cover: sod,1.0,MX5699
1984-01-01,1996-11-01,Monthly mean maximum soil temperature(cover: straw mulch,0.9812,MX6190
1989-03-01,1990-10-01,Monthly mean maximum soil temperature(cover: grass muck,0.998,MX7290
1984-01-01,1988-12-01,Monthly mean maximum soil temperature(cover: grass muck,0.9996,MX7293
1990-01-01,1990-10-01,Monthly mean maximum soil temperature(cover: bare muck,1.0,MX8190
1984-01-01,1989-02-01,Monthly mean maximum soil temperature(cover: bare muck,1.0,MX8193
1990-01-01,1990-10-01,Monthly mean maximum soil temperature(cover: bare muck,1.0,MX8290
1984-01-01,1989-02-01,Monthly mean maximum soil temperature(cover: bare muck,1.0,MX8293
1990-01-01,1990-10-01,Monthly mean maximum soil temperature(cover: bare muck,1.0,MX8390
1984-01-01,1989-02-01,Monthly mean maximum soil temperature(cover: bare muck,1.0,MX8393
1921-12-09,2022-04-30,Daily maximum temperature of water in an evaporation pan,1.0,MXPN
1857-01-01,2016-03-01,Maximum snow depth,1.0,MXSD
2011-03-08,2022-06-15,Correlation Coefficient (approx. elev. angle: 0.5 deg),0.95,N0C
2011-03-08,2022-06-15,Power Removed Control (0.5 Deg),0.95,N0F
2011-03-08,2022-06-15,Hydrometeor Classification (approx. elev.: 0.5 deg),0.95,N0H
2011-03-08,2022-06-15,Specific Differential Phase (approx. elev.: 0.5 deg),0.95,N0K
1994-05-20,2022-06-15,Digital Base Reflectivity (approx. elev. angle: 0.5 deg),0.95,N0Q
1994-05-20,2022-06-15,Base Reflectivity (approx. elev. angle: 0.5 deg),0.95,N0R
1994-05-20,2022-06-15,Storm Relative Velocity (approx. elev. angle: 0.5 deg),0.95,N0S
1994-05-20,2022-06-15,Base Velocity (approx. elev. angle: 0.5 deg),0.95,N0V
1994-05-20,2022-06-15,Base Velocity,0.95,N0W
2011-03-08,2022-06-15,Differential Reflectivity (approx. elev. angle: 0.5 deg),0.95,N0X
1994-05-20,2022-06-15,Long Range Base Reflectivity (460 km.,0.95,N0Z
2011-03-08,2022-06-15,Correlation Coefficient (approx. elev. angle: 1.5 deg),0.95,N1C
2011-03-08,2022-06-15,Power Removed Control (1.3,0.95,N1F
2011-03-08,2022-06-15,Hydrometeor Classification (approx. elev.: 1.5 deg),0.95,N1H
2011-03-08,2022-06-15,Specific Differential Phase (approx. elev.: 1.5 deg),0.95,N1K
1994-06-17,2022-06-15,One Hour Precipitation Total,0.95,N1P
1994-05-20,2022-06-15,Digital Base Reflectivity (approx. elev. angle: 1.5 deg),0.95,N1Q
1994-05-20,2022-06-15,Base Reflectivity (approx. elev. angle: 1.5 deg),0.95,N1R
1994-05-20,2022-06-15,Storm Relative Velocity (approx. elev. angle: 1.5 deg),0.95,N1S
1994-05-20,2022-06-15,Base Velocity (approx. elev. angle: 1.5 deg),0.95,N1V
2011-03-08,2022-06-15,Differential Reflectivity (approx. elev. angle: 1.5 deg),0.95,N1X
2011-03-08,2022-06-15,Correlation Coefficient (approx. elev. angle: 2.4 deg),0.95,N2C
2011-03-08,2022-06-15,Hydrometeor Classification (approx. elev.: 2.4 deg),0.95,N2H
2011-03-08,2022-06-15,Specific Differential Phase (approx. elev.: 2.4 deg),0.95,N2K
1994-05-20,2022-06-15,Digital Base Reflectivity (approx. elev. angle: 2.4 deg),0.95,N2Q
1994-05-20,2022-06-15,Base Reflectivity (approx. elev. angle: 2.4 deg),0.95,N2R
1994-05-20,2022-06-15,Storm Relative Velocity (approx. elev. angle: 2.4 deg),0.95,N2S
1994-05-20,2022-06-15,Base Velocity (approx. elev. angle: 2.4 deg),0.95,N2V
2011-03-08,2022-06-15,Differential Reflectivity (approx. elev. angle: 2.4 deg),0.95,N2X
2011-03-08,2022-06-15,Correlation Coefficient (approx. elev. angle: 3.4 deg),0.95,N3C
2011-03-08,2022-06-15,Power Removed Control (2.4,0.95,N3F
2011-03-08,2022-06-15,Hydrometeor Classification (approx. elev.: 3.4 deg),0.95,N3H
2011-03-08,2022-06-15,Specific Differential Phase (approx. elev.: 3.4 deg),0.95,N3K
1994-06-17,2022-06-15,Three Hour Precipitation Total,0.95,N3P
1994-05-20,2022-06-15,Digital Base Reflectivity (approx. elev. angle: 3.4 deg),0.95,N3Q
1994-05-20,2022-06-15,Base Reflectivity (approx. elev. angle: 3.4 deg),0.95,N3R
1994-05-20,2022-06-15,Storm Relative Velocity (approx. elev. angle: 3.4 deg),0.95,N3S
1994-05-20,2022-06-15,Base Velocity (approx. elev. angle: 3.4 deg),0.95,N3V
2011-03-08,2022-06-15,Differential Reflectivity (approx. elev. angle: 3.4 deg),0.95,N3X
2011-03-08,2022-06-15,Power Removed Control (3.1,0.95,N4F
2011-03-08,2022-06-15,Correlation Coefficient (approx. elev. angle: 0.8 deg),0.95,NAC
2011-03-08,2022-06-15,Power Removed Control (0.9 Deg),0.95,NAF
2011-03-08,2022-06-15,Hydrometeor Classification (approx. elev.: 0.8 deg),0.95,NAH
2011-03-08,2022-06-15,Specific Differential Phase (approx. elev.: 0.8 deg),0.95,NAK
1994-05-20,2022-06-15,Digital Base Reflectivity (approx. elev. angle: 0.8 deg),0.95,NAQ
2011-03-08,2022-06-15,Differential Reflectivity (approx. elev. angle: 0.9 deg),0.95,NAX
2011-03-08,2022-06-15,Correlation Coefficient (approx. elev. angle: 1.8 deg),0.95,NBC
2011-03-08,2022-06-15,Power Removed Control (1.8 Deg),0.95,NBF
2011-03-08,2022-06-15,Hydrometeor Classification (approx. elev.: 1.8 deg),0.95,NBH
2011-03-08,2022-06-15,Specific Differential Phase (approx. elev.: 1.8 deg),0.95,NBK
1994-05-20,2022-06-15,Digital Base Reflectivity (approx. elev. angle: 1.8 deg),0.95,NBQ
2011-03-08,2022-06-15,Differential Reflectivity (approx. elev. angle: 1.8 deg),0.95,NBX
1994-05-20,2022-06-15,Composite Reflectivity (4x4 km. grid,0.95,NCR
1994-05-20,2022-06-15,Composite Reflectivity (2x2 km. grid,0.95,NCZ
1994-05-20,2022-06-15,Echo Tops,0.95,NET
1994-06-17,2022-06-15,Hail Index,0.95,NHI
1994-05-20,2022-06-15,High Layer Composite Reflectivity,0.95,NHL
1994-05-20,2022-06-15,Low Layer Composite Reflectivity,0.95,NLL
1994-06-17,2022-06-15,Digital Mesocyclone Detection Algorithm,0.95,NMD
1994-06-17,2022-06-15,Mesocyclone,0.95,NME
1994-05-20,2022-06-15,Mid Layer Composite Reflectivity,0.95,NML
1994-05-20,2022-06-15,Base Spectrum Width (60 km. range),0.95,NSP
1994-06-17,2022-06-15,Storm Structure,0.95,NSS
1994-06-17,2022-06-15,Storm Tracking Information,0.95,NST
1994-05-20,2022-06-15,Base Spectrum Width (230 km. range),0.95,NSW
1994-06-17,2022-06-15,Storm Total Precipitation,0.95,NTP
1994-06-17,2022-06-15,Tornadic Vortex Signature,0.95,NTV
1994-05-20,2022-06-15,Vertical Integrated Liquid,0.95,NVL
1994-05-20,2022-06-15,Correlation Coefficient (256 Level / 300 KM) (-0.5 to -0.1 Deg),0.95,NXC
2011-03-08,2022-06-15,Power Removed Control (-0.5 to -0.1 Deg),0.95,NXF
1994-05-20,2022-06-15,Hydrometeor Classification (16 Level / 300 KM) (-0.5 to -0.1 Deg),0.95,NXH
1994-05-20,2022-06-15,Specific Differential Phase (256 Level / 300 KM) (-0.5 to-0.1 Deg),0.95,NXK
1994-05-20,2022-06-15,Melting Layer (300 KM) (-0.5 to -0.1 Deg),0.95,NXM
1994-05-20,2022-06-15,Short Range Base Reflectivity (256 Level / 230 KM) (-0.5 to -0.1 Deg),0.95,NXQ
1994-05-20,2022-06-15,Base Velocity (256 Level / 230 KM) (-0.5 to -0.1 Deg),0.95,NXU
1994-05-20,2022-06-15,Differential Reflectivity (256 Level / 300 KM) (-0.5 to -0.1 Deg),0.95,NXX
1994-05-20,2022-06-15,Correlation Coefficient (256 Level / 300 KM) (0.0 to 0.2 Deg),0.95,NYC
2011-03-08,2022-06-15,Power Removed Control (0.0 to 0.2 Deg),0.95,NYF
1994-05-20,2022-06-15,Hydrometeor Classification (16 Level / 300 KM) (0.0 to 0.2 Deg),0.95,NYH
1994-05-20,2022-06-15,Specific Differential Phase (256 Level / 300 KM) (0.0 to 0.2 Deg),0.95,NYK
1994-05-20,2022-06-15,Melting Layer (300 KM) (0.0 to 0.2 Deg),0.95,NYM
1994-05-20,2022-06-15,Short Range Base Reflectivity (256 Level / 230 KM) (0.0 to 0.2 Deg),0.95,NYQ
1994-05-20,2022-06-15,Base Velocity (256 Level / 230 KM) (0.0 to 0.2 Deg),0.95,NYU
1994-05-20,2022-06-15,Differential Reflectivity (256 Level / 300 KM) (0.0 to 0.2 Deg),0.95,NYX
1994-05-20,2022-06-15,Correlation Coefficient (256 Level / 300 KM) (0.3 to 0.4 Deg),0.95,NZC
2011-03-08,2022-06-15,Power Removed Control (0.3 to 0.4 Deg),0.95,NZF
1994-05-20,2022-06-15,Hydrometeor Classification (16 Level / 300 KM) (0.3 to 0.4 Deg),0.95,NZH
1994-05-20,2022-06-15,Specific Differential Phase (256 Level / 300 KM) (0.3 to 0.4 Deg),0.95,NZK
1994-05-20,2022-06-15,Melting Layer (300 KM) (0.3 to 0.4 Deg),0.95,NZM
1994-05-20,2022-06-15,Short Range Base Reflectivity (256 Level / 230 KM) (0.3 to 0.4 Deg),0.95,NZQ
1994-05-20,2022-06-15,Base Velocity (256 Level / 230 KM) (0.3 to 0.4 Deg),0.95,NZU
1994-05-20,2022-06-15,Differential Reflectivity (256 Level / 300 KM) (0.3 to 0.4 Deg),0.95,NZX
2011-03-08,2022-06-15,One Hour Accumulation(One Hour Precipitation total (16 levels) with Dual Pol. algorithm),0.95,OHA
1948-01-01,2022-06-09,Peak gust time,1.0,PGTM
1781-01-01,2022-06-15,Precipitation,1.0,PRCP
1965-01-01,2022-03-31,Daily percent of possible sunshine for the period,1.0,PSUN
2011-03-08,2022-06-15,Storm Total Accumulation(Storm Total Precipitation total (16 levels) with Dual Pol. algorithm),0.95,PTA
1996-01-01,2014-01-01,Precipitation,0.25,QGAG
1970-05-12,2014-01-01,Precipitation,0.25,QPCP
1994-05-20,2022-06-15,Radar Coded Message,0.95,RCM
1994-05-20,2022-06-15,WSR-88D Radar Status Log,0.95,RSL
1982-01-01,2009-08-31,Minimum soil temperature with unknown cover at 5 cm depth,1.0,SN01
1982-01-01,2012-10-31,Minimum soil temperature with unknown cover at 10 cm depth,1.0,SN02
1982-01-01,2010-01-10,Minimum soil temperature with unknown cover at 20 cm depth,1.0,SN03
1982-01-01,2012-02-29,Minimum soil temperature with grass cover at 5 cm depth,0.9677,SN11
1982-01-01,2012-09-30,Minimum soil temperature with grass cover at 10 cm depth,1.0,SN12
1982-01-01,2012-02-29,Minimum soil temperature with grass cover at 20 cm depth,1.0,SN13
2010-01-01,2011-01-31,Minimum soil temperature with grass cover at 50 cm depth,1.0,SN14
1983-07-01,2010-12-31,Minimum soil temperature with fallow cover at 5 cm depth,0.9176,SN21
1983-04-01,2010-12-31,Minimum soil temperature with fallow cover at 10 cm depth,1.0,SN22
1983-04-01,2010-12-31,Minimum soil temperature with fallow cover at 20 cm depth,0.8757,SN23
1982-01-01,2022-04-30,Minimum soil temperature with bare ground cover at 5 cm depth,1.0,SN31
1982-01-01,2022-04-30,Minimum soil temperature with bare ground cover at 10 cm depth,1.0,SN32
